scientificName,decimalLatitude,decimalLongitude,eventDate,datasetKey
"Sturnus vulgaris Linnaeus, 1758",52.723507,-2.611386,2021-01-01,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Cyanistes caeruleus (Linnaeus, 1758)",52.723507,-2.611386,2021-01-01,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Corvus frugilegus Linnaeus, 1758",52.723507,-2.611386,2021-01-01,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Buteo buteo (Linnaeus, 1758)",52.723507,-2.611386,2021-01-01,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Motacilla cinerea Tunstall, 1771",52.723507,-2.611386,2021-01-01,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Alauda arvensis Linnaeus, 1758",52.723507,-2.611386,2021-01-01,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Passer domesticus (Linnaeus, 1758)",52.70314,-2.604058,2021-01-01,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Cyanistes caeruleus (Linnaeus, 1758)",52.70314,-2.604058,2021-01-01,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Regulus regulus (Linnaeus, 1758)",52.70314,-2.604058,2021-01-01,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Turdus philomelos C.L.Brehm, 1831",52.70314,-2.604058,2021-01-01,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Carduelis carduelis (Linnaeus, 1758)",52.70314,-2.604058,2021-01-01,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Alectoris rufa (Linnaeus, 1758)",52.70314,-2.604058,2021-01-01,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Columba oenas Linnaeus, 1758",52.70314,-2.604058,2021-01-01,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Corvus monedula Linnaeus, 1758",52.70314,-2.604058,2021-01-01,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Anser anser (Linnaeus, 1758)",52.70314,-2.604058,2021-01-01,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Phasianus colchicus Linnaeus, 1758",52.70314,-2.604058,2021-01-01,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Corvus corone Linnaeus, 1758",52.70314,-2.604058,2021-01-01,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Ardea cinerea Linnaeus, 1758",52.70314,-2.604058,2021-01-01,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Dendrocopos major (Linnaeus, 1758)",52.70314,-2.604058,2021-01-01,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Fringilla coelebs Linnaeus, 1758",52.70314,-2.604058,2021-01-01,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Streptopelia decaocto (Frivaldszky, 1838)",52.70314,-2.604058,2021-01-01,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Branta canadensis (Linnaeus, 1758)",52.70314,-2.604058,2021-01-01,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Cygnus olor (J.F.Gmelin, 1789)",52.70314,-2.604058,2021-01-01,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Emberiza citrinella Linnaeus, 1758",52.70314,-2.604058,2021-01-01,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Turdus iliacus Linnaeus, 1758",52.70314,-2.604058,2021-01-01,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Columba palumbus Linnaeus, 1758",52.70314,-2.604058,2021-01-01,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Erithacus rubecula (Linnaeus, 1758)",52.70314,-2.604058,2021-01-01,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Corvus corax Linnaeus, 1758",52.70314,-2.604058,2021-01-01,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Larus fuscus Linnaeus, 1758",52.70314,-2.604058,2021-01-01,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Parus major Linnaeus, 1758",52.70314,-2.604058,2021-01-01,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Turdus merula Linnaeus, 1758",52.70314,-2.604058,2021-01-01,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Prunella modularis (Linnaeus, 1758)",52.70314,-2.604058,2021-01-01,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Corvus frugilegus Linnaeus, 1758",52.70314,-2.604058,2021-01-01,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Chroicocephalus ridibundus (Linnaeus, 1766)",52.681168,-2.409954,2021-01-02,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Tachybaptus ruficollis (Pallas, 1764)",52.681168,-2.409954,2021-01-02,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Erithacus rubecula (Linnaeus, 1758)",52.681168,-2.409954,2021-01-02,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Corvus corone Linnaeus, 1758",52.681168,-2.409954,2021-01-02,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Cygnus olor (J.F.Gmelin, 1789)",52.681168,-2.409954,2021-01-02,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Podiceps cristatus (Linnaeus, 1758)",52.681168,-2.409954,2021-01-02,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Fulica atra Linnaeus, 1758",52.681168,-2.409954,2021-01-02,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Mareca strepera (Linnaeus, 1758)",52.681168,-2.409954,2021-01-02,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Motacilla alba Linnaeus, 1758",52.681168,-2.409954,2021-01-02,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Anas platyrhynchos Linnaeus, 1758",52.681168,-2.409954,2021-01-02,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Aythya fuligula (Linnaeus, 1758)",52.681168,-2.409954,2021-01-02,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Branta canadensis (Linnaeus, 1758)",52.681168,-2.409954,2021-01-02,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Aythya ferina (Linnaeus, 1758)",52.681168,-2.409954,2021-01-02,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Columba palumbus Linnaeus, 1758",52.681168,-2.409954,2021-01-02,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Larus fuscus Linnaeus, 1758",52.681168,-2.409954,2021-01-02,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Phalacrocorax carbo (Linnaeus, 1758)",52.681168,-2.409954,2021-01-02,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Pica pica (Linnaeus, 1758)",52.681168,-2.409954,2021-01-02,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Gallinula chloropus (Linnaeus, 1758)",52.681168,-2.409954,2021-01-02,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Larus canus Linnaeus, 1758",52.647575,-2.624605,2021-01-02,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Mergus merganser Linnaeus, 1758",52.647575,-2.624605,2021-01-02,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Accipiter nisus (Linnaeus, 1758)",52.647575,-2.624605,2021-01-02,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Pica pica (Linnaeus, 1758)",52.647575,-2.624605,2021-01-02,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Motacilla alba Linnaeus, 1758",52.647575,-2.624605,2021-01-02,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Turdus merula Linnaeus, 1758",52.647575,-2.624605,2021-01-02,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Fringilla coelebs Linnaeus, 1758",52.647575,-2.624605,2021-01-02,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Troglodytes troglodytes (Linnaeus, 1758)",52.647575,-2.624605,2021-01-02,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Vanellus vanellus (Linnaeus, 1758)",52.647575,-2.624605,2021-01-02,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Columba palumbus Linnaeus, 1758",52.647575,-2.624605,2021-01-02,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Anas crecca Linnaeus, 1758",52.647575,-2.624605,2021-01-02,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Passer domesticus (Linnaeus, 1758)",52.647575,-2.624605,2021-01-02,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Cyanistes caeruleus (Linnaeus, 1758)",52.647575,-2.624605,2021-01-02,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Branta canadensis (Linnaeus, 1758)",52.647575,-2.624605,2021-01-02,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Buteo buteo (Linnaeus, 1758)",52.647575,-2.624605,2021-01-02,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Phasianus colchicus Linnaeus, 1758",52.647575,-2.624605,2021-01-02,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Corvus frugilegus Linnaeus, 1758",52.647575,-2.624605,2021-01-02,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Parus major Linnaeus, 1758",52.647575,-2.624605,2021-01-02,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Corvus corone Linnaeus, 1758",52.647575,-2.624605,2021-01-02,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Emberiza citrinella Linnaeus, 1758",52.647575,-2.624605,2021-01-02,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Turdus pilaris Linnaeus, 1758",52.647575,-2.624605,2021-01-02,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Chroicocephalus ridibundus (Linnaeus, 1766)",52.647575,-2.624605,2021-01-02,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Turdus philomelos C.L.Brehm, 1831",52.647575,-2.624605,2021-01-02,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Alopochen aegyptiaca (Linnaeus, 1766)",52.647575,-2.624605,2021-01-02,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Anthus pratensis (Linnaeus, 1758)",52.647575,-2.624605,2021-01-02,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Columba oenas Linnaeus, 1758",52.647575,-2.624605,2021-01-02,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Erithacus rubecula (Linnaeus, 1758)",52.647575,-2.624605,2021-01-02,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Larus cachinnans Pallas, 1811",52.681168,-2.409954,2021-01-02,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Larus canus Linnaeus, 1758",52.647575,-2.624605,2021-01-02,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Mergus merganser Linnaeus, 1758",52.647575,-2.624605,2021-01-02,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Accipiter nisus (Linnaeus, 1758)",52.647575,-2.624605,2021-01-02,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Pica pica (Linnaeus, 1758)",52.647575,-2.624605,2021-01-02,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Motacilla alba Linnaeus, 1758",52.647575,-2.624605,2021-01-02,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Turdus merula Linnaeus, 1758",52.647575,-2.624605,2021-01-02,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Fringilla coelebs Linnaeus, 1758",52.647575,-2.624605,2021-01-02,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Troglodytes troglodytes (Linnaeus, 1758)",52.647575,-2.624605,2021-01-02,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Vanellus vanellus (Linnaeus, 1758)",52.647575,-2.624605,2021-01-02,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Columba palumbus Linnaeus, 1758",52.647575,-2.624605,2021-01-02,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Anas crecca Linnaeus, 1758",52.647575,-2.624605,2021-01-02,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Passer domesticus (Linnaeus, 1758)",52.647575,-2.624605,2021-01-02,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Cyanistes caeruleus (Linnaeus, 1758)",52.647575,-2.624605,2021-01-02,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Branta canadensis (Linnaeus, 1758)",52.647575,-2.624605,2021-01-02,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Buteo buteo (Linnaeus, 1758)",52.647575,-2.624605,2021-01-02,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Phasianus colchicus Linnaeus, 1758",52.647575,-2.624605,2021-01-02,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Corvus frugilegus Linnaeus, 1758",52.647575,-2.624605,2021-01-02,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Parus major Linnaeus, 1758",52.647575,-2.624605,2021-01-02,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Corvus corone Linnaeus, 1758",52.647575,-2.624605,2021-01-02,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Emberiza citrinella Linnaeus, 1758",52.647575,-2.624605,2021-01-02,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Turdus pilaris Linnaeus, 1758",52.647575,-2.624605,2021-01-02,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Chroicocephalus ridibundus (Linnaeus, 1766)",52.647575,-2.624605,2021-01-02,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Turdus philomelos C.L.Brehm, 1831",52.647575,-2.624605,2021-01-02,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Alopochen aegyptiaca (Linnaeus, 1766)",52.647575,-2.624605,2021-01-02,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Anthus pratensis (Linnaeus, 1758)",52.647575,-2.624605,2021-01-02,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Columba oenas Linnaeus, 1758",52.647575,-2.624605,2021-01-02,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Erithacus rubecula (Linnaeus, 1758)",52.647575,-2.624605,2021-01-02,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Chroicocephalus ridibundus (Linnaeus, 1766)",52.681168,-2.409954,2021-01-02,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Tachybaptus ruficollis (Pallas, 1764)",52.681168,-2.409954,2021-01-02,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Erithacus rubecula (Linnaeus, 1758)",52.681168,-2.409954,2021-01-02,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Corvus corone Linnaeus, 1758",52.681168,-2.409954,2021-01-02,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Cygnus olor (J.F.Gmelin, 1789)",52.681168,-2.409954,2021-01-02,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Podiceps cristatus (Linnaeus, 1758)",52.681168,-2.409954,2021-01-02,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Fulica atra Linnaeus, 1758",52.681168,-2.409954,2021-01-02,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Mareca strepera (Linnaeus, 1758)",52.681168,-2.409954,2021-01-02,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Motacilla alba Linnaeus, 1758",52.681168,-2.409954,2021-01-02,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Anas platyrhynchos Linnaeus, 1758",52.681168,-2.409954,2021-01-02,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Aythya fuligula (Linnaeus, 1758)",52.681168,-2.409954,2021-01-02,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Branta canadensis (Linnaeus, 1758)",52.681168,-2.409954,2021-01-02,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Aythya ferina (Linnaeus, 1758)",52.681168,-2.409954,2021-01-02,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Columba palumbus Linnaeus, 1758",52.681168,-2.409954,2021-01-02,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Larus fuscus Linnaeus, 1758",52.681168,-2.409954,2021-01-02,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Phalacrocorax carbo (Linnaeus, 1758)",52.681168,-2.409954,2021-01-02,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Pica pica (Linnaeus, 1758)",52.681168,-2.409954,2021-01-02,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Gallinula chloropus (Linnaeus, 1758)",52.681168,-2.409954,2021-01-02,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Larus cachinnans Pallas, 1811",52.681168,-2.409954,2021-01-02,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Troglodytes troglodytes (Linnaeus, 1758)",52.70314,-2.604058,2021-01-03,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Corvus corone Linnaeus, 1758",52.70314,-2.604058,2021-01-03,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Garrulus glandarius (Linnaeus, 1758)",52.70314,-2.604058,2021-01-03,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Prunella modularis (Linnaeus, 1758)",52.70314,-2.604058,2021-01-03,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Corvus frugilegus Linnaeus, 1758",52.70314,-2.604058,2021-01-03,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Columba palumbus Linnaeus, 1758",52.70314,-2.604058,2021-01-03,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Sturnus vulgaris Linnaeus, 1758",52.70314,-2.604058,2021-01-03,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Periparus ater (Linnaeus, 1758)",52.70314,-2.604058,2021-01-03,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Pica pica (Linnaeus, 1758)",52.70314,-2.604058,2021-01-03,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Corvus corax Linnaeus, 1758",52.70314,-2.604058,2021-01-03,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Streptopelia decaocto (Frivaldszky, 1838)",52.70314,-2.604058,2021-01-03,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Acanthis cabaret (Müller & Pls, 1776)",52.70314,-2.604058,2021-01-03,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Corvus monedula Linnaeus, 1758",52.70314,-2.604058,2021-01-03,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Motacilla alba Linnaeus, 1758",52.70314,-2.604058,2021-01-03,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Buteo buteo (Linnaeus, 1758)",52.70314,-2.604058,2021-01-03,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Regulus regulus (Linnaeus, 1758)",52.70314,-2.604058,2021-01-03,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Emberiza citrinella Linnaeus, 1758",52.70314,-2.604058,2021-01-03,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Turdus philomelos C.L.Brehm, 1831",52.70314,-2.604058,2021-01-03,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Passer domesticus (Linnaeus, 1758)",52.70314,-2.604058,2021-01-03,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Turdus pilaris Linnaeus, 1758",52.70314,-2.604058,2021-01-03,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Erithacus rubecula (Linnaeus, 1758)",52.70314,-2.604058,2021-01-03,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Phasianus colchicus Linnaeus, 1758",52.70314,-2.604058,2021-01-03,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Emberiza calandra Linnaeus, 1758",52.70314,-2.604058,2021-01-03,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Cyanistes caeruleus (Linnaeus, 1758)",52.70314,-2.604058,2021-01-03,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Emberiza schoeniclus (Linnaeus, 1758)",52.70314,-2.604058,2021-01-03,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Turdus merula Linnaeus, 1758",52.70314,-2.604058,2021-01-03,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Chloris chloris (Linnaeus, 1758)",52.70314,-2.604058,2021-01-03,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Turdus viscivorus Linnaeus, 1758",52.70314,-2.604058,2021-01-03,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Larus fuscus Linnaeus, 1758",52.70314,-2.604058,2021-01-03,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Parus major Linnaeus, 1758",52.70314,-2.604058,2021-01-03,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Turdus iliacus Linnaeus, 1758",52.70314,-2.604058,2021-01-03,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Carduelis carduelis (Linnaeus, 1758)",52.70314,-2.604058,2021-01-03,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Fringilla coelebs Linnaeus, 1758",52.70314,-2.604058,2021-01-03,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Anser anser (Linnaeus, 1758)",52.70314,-2.604058,2021-01-03,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Passer domesticus (Linnaeus, 1758)",52.77598,-2.477499,2021-01-08,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Cyanistes caeruleus (Linnaeus, 1758)",52.77598,-2.477499,2021-01-08,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Prunella modularis (Linnaeus, 1758)",52.77598,-2.477499,2021-01-08,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Chloris chloris (Linnaeus, 1758)",52.77598,-2.477499,2021-01-08,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Dendrocopos major (Linnaeus, 1758)",52.77598,-2.477499,2021-01-08,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Fringilla montifringilla Linnaeus, 1758",52.77598,-2.477499,2021-01-08,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Troglodytes troglodytes (Linnaeus, 1758)",52.77598,-2.477499,2021-01-08,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Columba palumbus Linnaeus, 1758",52.77598,-2.477499,2021-01-08,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Periparus ater (Linnaeus, 1758)",52.77598,-2.477499,2021-01-08,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Phasianus colchicus Linnaeus, 1758",52.77598,-2.477499,2021-01-08,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Corvus monedula Linnaeus, 1758",52.77598,-2.477499,2021-01-08,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Erithacus rubecula (Linnaeus, 1758)",52.77598,-2.477499,2021-01-08,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Corvus corax Linnaeus, 1758",52.77598,-2.477499,2021-01-08,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Fringilla coelebs Linnaeus, 1758",52.77598,-2.477499,2021-01-08,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Parus major Linnaeus, 1758",52.77598,-2.477499,2021-01-08,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Streptopelia decaocto (Frivaldszky, 1838)",52.77598,-2.477499,2021-01-08,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Turdus merula Linnaeus, 1758",52.77598,-2.477499,2021-01-08,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Turdus pilaris Linnaeus, 1758",52.77598,-2.477499,2021-01-08,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Pica pica (Linnaeus, 1758)",52.77598,-2.477499,2021-01-08,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Periparus ater (Linnaeus, 1758)",52.77598,-2.477499,2021-01-10,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Columba oenas Linnaeus, 1758",52.77598,-2.477499,2021-01-10,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Corvus monedula Linnaeus, 1758",52.77598,-2.477499,2021-01-10,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Prunella modularis (Linnaeus, 1758)",52.77598,-2.477499,2021-01-10,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Parus major Linnaeus, 1758",52.77598,-2.477499,2021-01-10,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Erithacus rubecula (Linnaeus, 1758)",52.77598,-2.477499,2021-01-10,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Cyanistes caeruleus (Linnaeus, 1758)",52.77598,-2.477499,2021-01-10,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Aegithalos caudatus (Linnaeus, 1758)",52.77598,-2.477499,2021-01-10,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Fringilla coelebs Linnaeus, 1758",52.77598,-2.477499,2021-01-10,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Passer domesticus (Linnaeus, 1758)",52.77598,-2.477499,2021-01-10,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Turdus merula Linnaeus, 1758",52.77598,-2.477499,2021-01-10,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Fringilla montifringilla Linnaeus, 1758",52.77598,-2.477499,2021-01-10,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Troglodytes troglodytes (Linnaeus, 1758)",52.77598,-2.477499,2021-01-10,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Turdus pilaris Linnaeus, 1758",52.77598,-2.477499,2021-01-10,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Carduelis carduelis (Linnaeus, 1758)",52.77598,-2.477499,2021-01-10,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Cygnus olor (J.F.Gmelin, 1789)",52.681168,-2.409954,2021-01-10,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Anas platyrhynchos Linnaeus, 1758",52.681168,-2.409954,2021-01-10,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Buteo buteo (Linnaeus, 1758)",52.681168,-2.409954,2021-01-10,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Podiceps cristatus (Linnaeus, 1758)",52.681168,-2.409954,2021-01-10,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Aythya ferina (Linnaeus, 1758)",52.681168,-2.409954,2021-01-10,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Chroicocephalus ridibundus (Linnaeus, 1766)",52.681168,-2.409954,2021-01-10,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Aythya fuligula (Linnaeus, 1758)",52.681168,-2.409954,2021-01-10,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Columba palumbus Linnaeus, 1758",52.776188,-2.482948,2021-01-18,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Erithacus rubecula (Linnaeus, 1758)",52.776188,-2.482948,2021-01-18,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Emberiza citrinella Linnaeus, 1758",52.776188,-2.482948,2021-01-18,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Fringilla coelebs Linnaeus, 1758",52.776188,-2.482948,2021-01-18,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Pica pica (Linnaeus, 1758)",52.776188,-2.482948,2021-01-18,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
